num_threads_1, 7558, 7465, 7500, 7380, 7387, 7371, 7425, 7544, 7398, 7419
num_threads_2, 3821, 3827, 3840, 3795, 3821, 3747, 3793, 3820, 3825, 3791
num_threads_4, 2217, 2207, 2128, 2158, 2138, 2144, 2174, 2137, 2165, 2144
num_threads_8, 1429, 1450, 1436, 1422, 1430, 1426, 1418, 1434, 1430, 1428
num_threads_16, 1578, 1573, 1563, 1626, 1603, 1612, 1598, 1582, 1584, 1562
num_threads_32, 1565, 1530, 1522, 1560, 1544, 1525, 1522, 1551, 1570, 1520
num_threads_64, 1508, 1501, 1513, 1572, 1508, 1520, 1518, 1524, 1518, 1515
