8,,Average:,2.08
2,,,
2,,,
2,,,
3,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
3,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
2,,,
